Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Inferred evidence score
"SMTT05029","BMP6","None","bone morphogenetic protein 6","None","ENSG00000153162","None","0.0029908","0.0293845","1.0","By_ingredient","0.2464"
"SMTT05030","BMP7","None","bone morphogenetic protein 7","None","ENSG00000101144","None","0.0029908","0.0293845","1.0","By_ingredient","0.2067"
"SMTT05031","BMP8A","None","bone morphogenetic protein 8a","None","ENSG00000183682","None","0.000997851","0.015591","1.0","By_ingredient","0.2499"
"SMTT05032","BMP8B","None","bone morphogenetic protein 8b","None","ENSG00000116985","None","0.00049904","0.009989","1.0","By_ingredient","0.2777"
"SMTT05066","BRSK1","None","BR serine/threonine kinase 1","None","ENSG00000160469","None","0.00049904","0.009989","1.0","By_ingredient","0.2514"
"SMTT05067","BRSK2","None","BR serine/threonine kinase 2","None","ENSG00000174672","None","0.00049904","0.009989","1.0","By_ingredient","0.2564"
"SMTT05086","BUD23","None","BUD23, rRNA methyltransferase and ribosome maturation factor","None","ENSG00000071462","None","0.00199478","0.0233139","1.0","By_ingredient","0.2405"
"SMTT05134","C2ORF81","None","None","None","None","None","0.00696568","0.041413","1.0","By_ingredient","0.1934"
"SMTT05141","C4BPA","None","complement component 4 binding protein alpha","None","ENSG00000123838","None","0.00448309","0.0346571","1.0","By_ingredient","0.2186"
"SMTT05142","C4BPB","None","complement component 4 binding protein beta","None","ENSG00000123843","None","0.00398589","0.032859","1.0","By_ingredient","0.2202"
"SMTT05155","C8G","None","complement C8 gamma chain","None","ENSG00000176919","None","0.00398589","0.032859","1.0","By_ingredient","0.2178"
"SMTT05162","CA13","None","carbonic anhydrase 13","None","ENSG00000185015","None","0.00547682","0.0378448","1.0","By_ingredient","0.2205"
"SMTT05169","CAB39","None","calcium binding protein 39","None","ENSG00000135932","None","0.0024929","0.0264257","1.0","By_ingredient","0.2299"
"SMTT05258","CBR1","None","carbonyl reductase 1","None","ENSG00000159228","None","0.0114199","0.0500184","1.0","By_ingredient","0.1945"
"SMTT05259","CBR3","None","carbonyl reductase 3","None","ENSG00000159231","None","0.00746151","0.0425888","1.0","By_ingredient","0.1979"
"SMTT05260","CBR4","None","carbonyl reductase 4","None","ENSG00000145439","None","0.0114199","0.0500184","1.0","By_ingredient","0.204"
"SMTT05331","CD1D","None","CD1d molecule","None","ENSG00000158473","None","0.00746151","0.0425888","1.0","By_ingredient","0.2294"
"SMTT05332","CD1E","None","CD1e molecule","None","ENSG00000158488","None","0.00597333","0.0388881","1.0","By_ingredient","0.2132"
"SMTT05337","CD207","None","CD207 molecule","None","ENSG00000116031","None","0.00448309","0.0346571","1.0","By_ingredient","0.2202"
"SMTT05338","CD209","None","CD209 molecule","None","ENSG00000090659","None","0.00448309","0.0346571","1.0","By_ingredient","0.2093"
"SMTT05350","CD55","None","CD55 molecule (Cromer blood group)","None","ENSG00000196352","None","0.00547682","0.0378448","1.0","By_ingredient","0.2003"
"SMTT05356","CD72","None","CD72 molecule","None","ENSG00000137101","None","0.0024929","0.0264257","1.0","By_ingredient","0.232"
"SMTT05365","CDC14A","None","cell division cycle 14A","None","ENSG00000079335","None","0.00149643","0.0199814","1.0","By_ingredient","0.2437"
"SMTT05366","CDC14B","None","cell division cycle 14B","None","ENSG00000081377","None","0.00498007","0.0360733","1.0","By_ingredient","0.2185"
"SMTT05404","CDIPT","None","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","None","ENSG00000103502","None","0.0024929","0.0264257","1.0","By_ingredient","0.2606"
"SMTT05436","CELA1","None","chymotrypsin like elastase family member 1","None","ENSG00000139610","None","0.0358318","0.0773213","1.0","By_ingredient","0.2153"
"SMTT05501","CHAC1","None","ChaC glutathione specific gamma-glutamylcyclotransferase 1","None","ENSG00000128965","None","0.00149643","0.0199814","1.0","By_ingredient","0.2233"
"SMTT05502","CHAC2","None","ChaC cation transport regulator homolog 2","None","ENSG00000143942","None","0.0024929","0.0264257","1.0","By_ingredient","0.2256"
"SMTT05520","CHI3L2","None","chitinase 3 like 2","None","ENSG00000064886","None","0.0024929","0.0264257","1.0","By_ingredient","0.2217"
"SMTT05521","CHIA","None","chitinase, acidic","None","ENSG00000134216","None","0.0024929","0.0264257","1.0","By_ingredient","0.2325"
"SMTT05523","CHIT1","None","chitinase 1","None","ENSG00000133063","None","0.0029908","0.0293845","1.0","By_ingredient","0.2285"
"SMTT05530","CHODL","None","chondrolectin","None","ENSG00000154645","None","0.0024929","0.0264257","1.0","By_ingredient","0.2383"
"SMTT05570","CKS1B","None","CDC28 protein kinase regulatory subunit 1B","None","ENSG00000173207","None","0.00199478","0.0233139","1.0","By_ingredient","0.2064"
"SMTT05571","CKS2","None","CDC28 protein kinase regulatory subunit 2","None","ENSG00000123975","None","0.00448309","0.0346571","1.0","By_ingredient","0.2115"
"SMTT05586","CLEC12A","None","C-type lectin domain family 12 member A","None","ENSG00000172322","None","0.0024929","0.0264257","1.0","By_ingredient","0.2443"
"SMTT05587","CLEC12B","None","C-type lectin domain family 12 member B","None","ENSG00000256660","None","0.0024929","0.0264257","1.0","By_ingredient","0.2315"
"SMTT05588","CLEC18A","None","C-type lectin domain family 18 member A","None","ENSG00000157322","None","0.00199478","0.0233139","1.0","By_ingredient","0.2469"
"SMTT05589","CLEC18B","None","C-type lectin domain family 18 member B","None","ENSG00000140839","None","0.00199478","0.0233139","1.0","By_ingredient","0.2308"
"SMTT05590","CLEC18C","None","C-type lectin domain family 18 member C","None","ENSG00000157335","None","0.00199478","0.0233139","1.0","By_ingredient","0.2485"
"SMTT05591","CLEC19A","None","C-type lectin domain containing 19A","None","ENSG00000261210","None","0.0024929","0.0264257","1.0","By_ingredient","0.2334"
"SMTT05592","CLEC1A","None","C-type lectin domain family 1 member A","None","ENSG00000150048","None","0.0024929","0.0264257","1.0","By_ingredient","0.226"
"SMTT05593","CLEC1B","None","C-type lectin domain family 1 member B","None","ENSG00000165682","None","0.0024929","0.0264257","1.0","By_ingredient","0.2413"
"SMTT05594","CLEC2A","None","C-type lectin domain family 2 member A","None","ENSG00000188393","None","0.0029908","0.0293845","1.0","By_ingredient","0.247"
"SMTT05595","CLEC2B","None","C-type lectin domain family 2 member B","None","ENSG00000110852","None","0.00348846","0.0315771","1.0","By_ingredient","0.2224"
"SMTT05596","CLEC2D","None","C-type lectin domain family 2 member D","None","ENSG00000069493","None","0.0024929","0.0264257","1.0","By_ingredient","0.2377"
"SMTT05597","CLEC2L","None","C-type lectin domain family 2 member L","None","ENSG00000236279","None","0.0024929","0.0264257","1.0","By_ingredient","0.2265"
"SMTT05598","CLEC3A","None","C-type lectin domain family 3 member A","None","ENSG00000166509","None","0.0024929","0.0264257","1.0","By_ingredient","0.2351"
"SMTT05600","CLEC4A","None","C-type lectin domain family 4 member A","None","ENSG00000111729","None","0.00498007","0.0360733","1.0","By_ingredient","0.2172"
"SMTT05601","CLEC4E","None","C-type lectin domain family 4 member E","None","ENSG00000166523","None","0.00199478","0.0233139","1.0","By_ingredient","0.2418"
"SMTT05602","CLEC4G","None","C-type lectin domain family 4 member G","None","ENSG00000182566","None","0.0024929","0.0264257","1.0","By_ingredient","0.2224"
"SMTT05603","CLEC4M","None","C-type lectin domain family 4 member M","None","ENSG00000104938","None","0.0029908","0.0293845","1.0","By_ingredient","0.2154"
"SMTT05604","CLEC5A","None","C-type lectin domain containing 5A","None","ENSG00000258227","None","0.0024929","0.0264257","1.0","By_ingredient","0.2187"
"SMTT05605","CLEC6A","None","C-type lectin domain containing 6A","None","ENSG00000205846","None","0.0024929","0.0264257","1.0","By_ingredient","0.2517"
"SMTT05606","CLEC9A","None","C-type lectin domain containing 9A","None","ENSG00000197992","None","0.0024929","0.0264257","1.0","By_ingredient","0.2313"
"SMTT05607","CLECL1","None","C-type lectin like 1","None","ENSG00000184293","None","0.0024929","0.0264257","1.0","By_ingredient","0.2358"
"SMTT05631","CLYBL","None","citrate lyase beta like","None","ENSG00000125246","None","0.00149643","0.0199814","1.0","By_ingredient","0.2343"
"SMTT05637","CMPK2","None","cytidine/uridine monophosphate kinase 2","None","ENSG00000134326","None","0.0024929","0.0264257","1.0","By_ingredient","0.2193"
"SMTT05704","CORO7-PAM16","None","CORO7-PAM16 readthrough","None","ENSG00000103426","None","0.00049904","0.009989","1.0","By_ingredient","0.258"
"SMTT05721","CPA2","None","carboxypeptidase A2","None","ENSG00000158516","None","0.00398589","0.032859","1.0","By_ingredient","0.2232"
"SMTT05722","CPA3","None","carboxypeptidase A3","None","ENSG00000163751","None","0.00398589","0.032859","1.0","By_ingredient","0.2145"
"SMTT05723","CPA4","None","carboxypeptidase A4","None","ENSG00000128510","None","0.00398589","0.032859","1.0","By_ingredient","0.2365"
"SMTT05724","CPB1","None","carboxypeptidase B1","None","ENSG00000153002","None","0.00448309","0.0346571","1.0","By_ingredient","0.2387"
"SMTT05725","CPB2","None","carboxypeptidase B2","None","ENSG00000080618","None","0.00498007","0.0360733","1.0","By_ingredient","0.2166"
"SMTT05736","CPO","None","carboxypeptidase O","None","ENSG00000144410","None","0.00398589","0.032859","1.0","By_ingredient","0.2136"
"SMTT05738","CPSF2","None","cleavage and polyadenylation specific factor 2","None","ENSG00000165934","None","0.00049904","0.009989","1.0","By_ingredient","0.2371"
"SMTT05739","CPSF3","None","cleavage and polyadenylation specific factor 3","None","ENSG00000119203","None","0.000997851","0.015591","1.0","By_ingredient","0.2546"
"SMTT05747","CR1L","None","complement C3b/C4b receptor 1 like","None","ENSG00000197721","None","0.0024929","0.0264257","1.0","By_ingredient","0.2256"
"SMTT05768","CRLS1","None","cardiolipin synthase 1","None","ENSG00000088766","None","0.0024929","0.0264257","1.0","By_ingredient","0.255"
"SMTT05769","CRMP1","None","collapsin response mediator protein 1","None","ENSG00000072832","None","0.0024929","0.0264257","1.0","By_ingredient","0.2219"
"SMTT05778","CS","None","citrate synthase","None","ENSG00000062485","None","0.00448309","0.0346571","1.0","By_ingredient","0.2038"
"SMTT05788","CSMD1","None","CUB and Sushi multiple domains 1","None","ENSG00000183117","None","0.0024929","0.0264257","1.0","By_ingredient","0.216"
"SMTT05789","CSMD2","None","CUB and Sushi multiple domains 2","None","ENSG00000121904","None","0.0024929","0.0264257","1.0","By_ingredient","0.2283"
"SMTT05790","CSMD3","None","CUB and Sushi multiple domains 3","None","ENSG00000164796","None","0.0024929","0.0264257","1.0","By_ingredient","0.2338"
"SMTT05813","CTBP2","None","C-terminal binding protein 2","None","ENSG00000175029","None","0.00348846","0.0315771","1.0","By_ingredient","0.2273"
"SMTT05817","CTDSP1","None","CTD small phosphatase 1","None","ENSG00000144579","None","0.00049904","0.009989","1.0","By_ingredient","0.2541"
"SMTT05828","CTSL","None","cathepsin L","None","ENSG00000135047","None","0.00547682","0.0378448","1.0","By_ingredient","0.2253"
"SMTT05894","CYP51A1","None","cytochrome P450 family 51 subfamily A member 1","None","ENSG00000001630","None","0.0119137","0.0501663","1.0","By_ingredient","0.2103"
"SMTT05900","CYTH3","None","cytohesin 3","None","ENSG00000008256","None","0.000997851","0.015591","1.0","By_ingredient","0.247"
"SMTT05934","DCLRE1A","None","DNA cross-link repair 1A","None","ENSG00000198924","None","0.000997851","0.015591","1.0","By_ingredient","0.2534"
"SMTT05935","DCLRE1B","None","DNA cross-link repair 1B","None","ENSG00000118655","None","0.000997851","0.015591","1.0","By_ingredient","0.225"
"SMTT05948","DDAH1","None","dimethylarginine dimethylaminohydrolase 1","None","ENSG00000153904","None","0.000997851","0.015591","1.0","By_ingredient","0.2285"
"SMTT05965","DDX39B","None","DExD-box helicase 39B","None","ENSG00000198563","None","0.0029908","0.0293845","1.0","By_ingredient","0.2265"
"SMTT05974","DECR2","None","2,4-dienoyl-CoA reductase 2","None","ENSG00000242612","None","0.00746151","0.0425888","1.0","By_ingredient","0.2059"
"SMTT06005","DERA","None","deoxyribose-phosphate aldolase","None","ENSG00000023697","None","0.00448309","0.0346571","1.0","By_ingredient","0.2139"
"SMTT06020","DHRS1","None","dehydrogenase/reductase 1","None","ENSG00000157379","None","0.00845249","0.0444644","1.0","By_ingredient","0.189"
"SMTT06021","DHRS12","None","dehydrogenase/reductase 12","None","ENSG00000102796","None","0.00696568","0.041413","1.0","By_ingredient","0.1924"
"SMTT06022","DHRS13","None","dehydrogenase/reductase 13","None","ENSG00000167536","None","0.00746151","0.0425888","1.0","By_ingredient","0.1942"
"SMTT06023","DHRS2","None","dehydrogenase/reductase 2","None","ENSG00000100867","None","0.00845249","0.0444644","1.0","By_ingredient","0.1858"
"SMTT06024","DHRS4","None","dehydrogenase/reductase 4","None","ENSG00000157326","None","0.00894763","0.0454633","1.0","By_ingredient","0.1995"
"SMTT06025","DHRS4L2","None","dehydrogenase/reductase 4 like 2","None","ENSG00000187630","None","0.00696568","0.041413","1.0","By_ingredient","0.1963"
"SMTT06027","DHRS7B","None","dehydrogenase/reductase 7B","None","ENSG00000109016","None","0.00746151","0.0425888","1.0","By_ingredient","0.1931"
"SMTT06028","DHRS7C","None","dehydrogenase/reductase 7C","None","ENSG00000184544","None","0.00746151","0.0425888","1.0","By_ingredient","0.2006"
"SMTT06029","DHRSX","None","dehydrogenase/reductase X-linked","None","ENSG00000169084","None","0.00696568","0.041413","1.0","By_ingredient","0.2044"
"SMTT06048","DIP2A","None","disco interacting protein 2 homolog A","None","ENSG00000160305","None","0.00149643","0.0199814","1.0","By_ingredient","0.2426"
"SMTT06049","DIP2C","None","disco interacting protein 2 homolog C","None","ENSG00000151240","None","0.000997851","0.015591","1.0","By_ingredient","0.223"
"SMTT06073","DMC1","None","DNA meiotic recombinase 1","None","ENSG00000100206","None","0.00348846","0.0315771","1.0","By_ingredient","0.2205"
"SMTT06086","DNAJC1","None","DnaJ heat shock protein family (Hsp40) member C1","None","ENSG00000136770","None","0.00149643","0.0199814","1.0","By_ingredient","0.2229"
